/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2017): (DS01) Benthic stable isotope data for ODP Site 198-1209 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.883334, 
	In supplement to: Westerhold, T et al. (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: 32.651700 * LONGITUDE: 158.505983
	DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00
	MINIMUM DEPTH, sediment/rock: 148.48 m * MAXIMUM DEPTH, sediment/rock: 237.96 m
Event(s):	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * PENETRATION: 865.1 m * RECOVERY: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	AGE [ka BP] (Age) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Tuned age
	Nuttallides truempyi, δ13C [‰ PDB] (N. truempyi δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Nuttallides truempyi, δ18O [‰ PDB] (N. truempyi δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ13C [‰ PDB] (O. umbonatus δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ18O [‰ PDB] (O. umbonatus δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Analytical method (Analyt method) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Error
	Laboratory (Lab) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	14309 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Age [ka BP]	N. truempyi δ13C [‰ PDB]	N. truempyi δ18O [‰ PDB]	O. umbonatus δ13C [‰ PDB]	O. umbonatus δ18O [‰ PDB]	Analyt method	Comment	Lab	Reference
198-1209C-10H-7,15-17	192.65	212.626	54109.916	0.0770	-0.5080	-0.318	-0.009			Santa Cruz	this study
198-1209B-21H-5,51-53	192.12	212.660	54125.248	0.0036	-0.4617			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-10H-7,25-27	192.75	212.731	54157.265	-0.0410	-0.4910					Santa Cruz	this study
198-1209B-21H-5,61-63	192.22	212.760	54170.342	-0.0219	-0.4304			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-10H-7,35-37	192.85	212.837	54205.065	-0.1410	-0.6480					Santa Cruz	this study
198-1209B-21H-5,70-72	192.31	212.850	54210.927	-0.1696	-0.6227			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209B-21H-5,79-81	192.40	212.940	54251.512	-0.0220	-0.4992			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-10H-7,45-47	192.95	212.942	54252.414	0.0750	-0.4710	-0.546	-0.104			Santa Cruz	this study
198-1209A-21H-3,105-107	192.75	212.973	54266.393	-0.0870	-0.5280					Santa Cruz	this study
198-1209C-10H-7,55-57	193.05	213.047	54299.763	-0.0160	-0.4910					Santa Cruz	this study
198-1209B-21H-5,90-92	192.51	213.050	54301.116	-0.0245	-0.4780			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-3,115-117	192.85	213.072	54311.036	0.0090	-0.4740					Santa Cruz	this study
198-1209B-21H-5,98-100	192.59	213.130	54337.191	-0.0252	-0.4011			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-10H-7,65-67	193.15	213.150	54346.210	0.1120	-0.3920					Santa Cruz	this study
198-1209A-21H-3,125-127	192.95	213.170	54355.229	-0.0810	-0.5200					Santa Cruz	this study
198-1209B-21H-5,107-109	192.68	213.220	54377.776	-0.1013	-0.5224			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-3,135-137	193.05	213.268	54399.421	-0.0060	-0.4650					Santa Cruz	this study
198-1209B-21H-5,117-119	192.78	213.320	54422.870	-0.0367	-0.4710			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-3,145-147	193.15	213.367	54444.064	-0.0700	-0.4720					Santa Cruz	this study
198-1209B-21H-5,126-128	192.87	213.410	54463.455	-0.0946	-0.5178			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,5-7	193.25	213.465	54485.512	-0.0560	-0.4500					Santa Cruz	this study
198-1209B-21H-5,137-139	192.98	213.520	54507.569	0.0374	-0.4297			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,15-17	193.35	213.564	54525.215	0.1480	-0.3340					Santa Cruz	this study
198-1209B-21H-5,147-149	193.08	213.620	54547.673	0.0654	-0.4439			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,25-27	193.45	213.662	54564.517	0.3290	-0.1510					Santa Cruz	this study
198-1209B-21H-6,7-9	193.18	213.720	54587.777	0.0980	-0.3665			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,35-37	193.55	213.761	54604.220	0.3720	-0.2230					Santa Cruz	this study
198-1209B-21H-6,17-19	193.28	213.820	54627.881	0.1935	-0.4210			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,45-47	193.65	213.859	54643.522	0.5170	-0.0780					Santa Cruz	this study
198-1209B-21H-6,27-29	193.38	213.920	54667.985	0.2757	-0.3438			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,55-57	193.75	213.958	54683.225	0.3930	-0.0400					Santa Cruz	this study
198-1209B-21H-6,36-38	193.47	214.010	54704.079	0.1979	-0.3207			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,65-67	193.85	214.056	54722.527	0.3720	-0.0670					Santa Cruz	this study
198-1209B-21H-6,46-48	193.57	214.110	54744.183	0.0430	-0.6794			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,75-77	193.95	214.155	54768.633	0.2530	-0.1350					Santa Cruz	this study
198-1209B-21H-6,56-58	193.67	214.210	54798.516	0.3210	-0.3784			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,85-87	194.05	214.253	54821.878	0.4450	0.0200					Santa Cruz	this study
198-1209B-21H-6,66-68	193.77	214.310	54852.848	0.0749	-0.4639			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,95-97	194.15	214.352	54864.514	0.4720	-0.0440					Santa Cruz	this study
198-1209B-21H-6,76-78	193.87	214.410	54880.625	0.3860	-0.3366			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,105-107	194.25	214.450	54891.735	0.4780	-0.2320					Santa Cruz	this study
198-1209B-21H-6,85-87	193.96	214.500	54905.624	0.4508	-0.3627			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,115-117	194.35	214.536	54915.623	0.5690	-0.1650					Santa Cruz	this study
198-1209B-21H-6,94-96	194.05	214.590	54930.623	0.4951	-0.3259			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,125-127	194.45	214.621	54939.233	0.7210	-0.0580					Santa Cruz	this study
198-1209B-21H-6,102-104	194.13	214.670	54952.844	0.5890	-0.2119			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,135-137	194.55	214.707	54963.121	0.8120	0.0250					Santa Cruz	this study
198-1209B-21H-6,111-113	194.22	214.760	54977.844	0.5181	-0.2770			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-4,145-147	194.65	214.793	54989.916	0.7640	-0.0030					Santa Cruz	this study
198-1209C-11H-1,115-117	194.15	214.818	54999.062	0.8350	-0.1220					Santa Cruz	this study
198-1209B-21H-6,121-123	194.32	214.860	55014.427	0.7613	-0.1911			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-5,5-7	194.75	214.879	55021.378	0.8120	0.0660					Santa Cruz	this study
198-1209C-11H-1,125-127	194.25	214.923	55037.474	0.6900	-0.2130					Santa Cruz	this study
198-1209B-21H-6,131-133	194.42	214.960	55051.010	0.6402	-0.2376			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-5,15-17	194.85	214.964	55052.474	1.3530	-0.7900					Santa Cruz	this study
198-1209B-21H-6,133-135	194.44	214.980	55058.327	0.4781	-0.4164			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-1,135-137	194.35	215.026	55071.939	0.4950	-0.2590					Santa Cruz	this study
198-1209C-11H-1,145-147	194.45	215.129	55102.417	0.6830	-0.2260					Santa Cruz	this study
198-1209A-21H-5,35-37	195.05	215.150	55108.631	0.5570	-0.3720					Santa Cruz	this study
198-1209B-21H-7,5-6	194.65	215.190	55120.467	0.6830	-0.0370					Santa Cruz	this study
198-1209B-21H-7,10-11	194.70	215.240	55135.262	0.5450	-0.3340					Santa Cruz	this study
198-1209A-21H-5,45-47	195.15	215.250	55138.221	0.3750	-0.5640					Santa Cruz	this study
198-1209C-11H-2,11-13	194.62	215.304	55153.016	0.5491	-0.4398			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-2,16-18	194.67	215.356	55170.771	0.5963	-0.5490			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209B-21H-7,25-26	194.85	215.390	55179.648	0.6660	-0.3450					Santa Cruz	this study
198-1209C-11H-2,25-27	194.75	215.438	55193.851	0.5270	-0.5230					Santa Cruz	this study
198-1209B-21H-7,30-31	194.90	215.440	55194.443	0.6580	-0.3420					Santa Cruz	this study
198-1209B-21H-7,35-36	194.95	215.490	55209.238	0.6340	-0.4770					Santa Cruz	this study
198-1209B-21H-7,40-41	195.00	215.540	55224.033	0.6230	-0.2930					Santa Cruz	this study
198-1209C-11H-2,35-37	194.85	215.541	55224.329	0.5190	-0.5280					Santa Cruz	this study
198-1209A-21H-5,75-77	195.45	215.550	55226.992	0.6030	-0.4090					Santa Cruz	this study
198-1209B-21H-CC,1-2	195.05	215.590	55238.829	0.8500	-0.3000					Santa Cruz	this study
198-1209B-21H-CC,6-7	195.10	215.640	55253.624	0.7810	-0.3460					Santa Cruz	this study
198-1209C-11H-2,45-47	194.95	215.645	55255.103	0.8790	-0.2470					Santa Cruz	this study
198-1209A-21H-5,85-87	195.55	215.650	55256.583	0.7800	-0.3160					Santa Cruz	this study
198-1209C-11H-2,51-53	195.02	215.717	55277.296	0.6750	-0.3862			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-2,55-57	195.05	215.748	55285.581	0.7830	-0.3380					Santa Cruz	this study
198-1209A-21H-5,95-97	195.65	215.750	55286.173	0.7700	-0.5070					Santa Cruz	this study
198-1209C-11H-2,61-63	195.12	215.820	55306.887	0.5956	-0.4432			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209C-11H-2,65-67	195.15	215.851	55316.060	0.7230	-0.2720					Santa Cruz	this study
198-1209C-11H-2,71-73	195.22	215.923	55336.477	0.5985	-0.4168			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-5,115-117	195.85	215.950	55345.354	0.5300	-0.4970					Santa Cruz	this study
198-1209C-11H-2,75-77	195.25	215.954	55346.538	0.6930	-0.3880	0.198	-0.053			Santa Cruz	this study
198-1209C-11H-2,81-83	195.32	216.026	55369.231	0.5141	-0.6318			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-5,125-127	195.95	216.050	55376.230	0.5450	-0.3970					Santa Cruz	this study
198-1209C-11H-2,85-87	195.35	216.057	55378.680	0.5770	-0.5010					Santa Cruz	this study
198-1209C-11H-2,91-93	195.42	216.129	55404.226	0.6914	-0.4295			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-5,135-137	196.05	216.150	55411.224	0.6810	-0.5180					Santa Cruz	this study
198-1209C-11H-2,95-97	195.45	216.160	55414.724	0.8200	-0.3690					Santa Cruz	this study
198-1209C-11H-2,102-104	195.53	216.240	55442.719	0.6886	-0.5239			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-5,145-147	196.15	216.251	55446.569	0.7760	-0.3860					Santa Cruz	this study
198-1209C-11H-2,105-107	195.55	216.260	55449.718	0.9180	-0.2940	0.345	0.022			Santa Cruz	this study
198-1209C-11H-2,112-114	195.63	216.340	55477.714	0.7462	-0.4313			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-6,5-7	196.25	216.353	55482.263	0.7080	-0.4500					Santa Cruz	this study
198-1209C-11H-2,115-117	195.65	216.360	55484.712	0.9460	-0.3430						Westerhold et al. 2011
198-1209C-11H-2,122-124	195.73	216.440	55512.708	0.7088	-0.4686			Finnigan MAT 251; Kiel III	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-6,15-17	196.35	216.454	55517.607	0.7780	-0.3590						Westerhold et al. 2011_SantaCruz
198-1209C-11H-2,125-127	195.75	216.460	55519.707	0.7720	-0.4010						Westerhold et al. 2011
198-1209C-11H-2,132-134	195.83	216.540	55547.702	0.6655	-0.3306			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-6,25-27	196.45	216.555	55552.951	0.7850	-0.3760						Westerhold et al. 2011_SantaCruz
198-1209C-11H-2,135-137	195.85	216.560	55554.701	0.6640	-0.3580						Westerhold et al. 2011
198-1209B-22H-1,0-1	195.10	216.565	55556.451	0.6720	-0.4680					Santa Cruz	this study
198-1209C-11H-2,142-144	195.93	216.640	55582.696	0.6575	-0.4455			Finnigan MAT 251; Kiel I	(Solnhofen limestone) 0.03 per mil for d13C; 0.07 per mil for d18O	Bremen	this study
198-1209A-21H-6,35-37	196.55	216.656	55588.296	0.9540	-0.2010						Westerhold et al. 2011_SantaCruz
198-1209C-11H-2,145-147	195.95	216.660	55589.484	0.9270	-0.2670						Westerhold et al. 2011
198-1209B-22H-1,10-11	195.20	216.661	55589.781	0.9600	-0.3180						Westerhold et al. 2011
198-1209B-22H-1,15-16	195.25	216.718	55606.705	0.9380	-0.2180						Westerhold et al. 2011
198-1209A-21H-6,45-47	196.65	216.758	55618.582	0.8860	-0.3170						Westerhold et al. 2011_SantaCruz
198-1209C-11H-3,5-7	196.05	216.760	55619.176	0.6980	-0.3780						Westerhold et al. 2011
198-1209B-22H-1,20-21	195.30	216.774	55623.332	0.8650	-0.2450						Westerhold et al. 2011
198-1209B-22H-1,24-25	195.34	216.819	55636.694	0.6970	-0.3320						Westerhold et al. 2011
198-1209A-21H-6,55-57	196.75	216.859	55648.570	0.8440	-0.1990						Westerhold et al. 2011_SantaCruz
198-1209C-11H-3,15-17	196.15	216.860	55648.867	0.7350	-0.2710						Westerhold et al. 2011
198-1209B-22H-1,28-29	195.38	216.864	55650.055	0.4560	-0.5390						Westerhold et al. 2011
198-1209B-22H-1,32-33	195.42	216.909	55660.928	0.8020	-0.2460						Westerhold et al. 2011
198-1209B-22H-1,36-37	195.46	216.954	55671.800	0.7020	-0.3930						Westerhold et al. 2011
198-1209C-11H-3,25-27	196.25	216.960	55673.250	0.8310	-0.1420						Westerhold et al. 2011
198-1209A-21H-6,65-67	196.85	216.960	55673.250	0.8090	-0.2150						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,40-41	195.50	216.999	55682.673	0.8570	-0.1180						Westerhold et al. 2011
198-1209B-22H-1,43-43	195.53	217.033	55690.888	0.9120	0.0450						Westerhold et al. 2011
198-1209B-22H-1,45-45	195.55	217.055	55696.203	0.7500	-0.1770						Westerhold et al. 2011
198-1209C-11H-3,35-37	196.35	217.060	55697.412	0.7720	-0.2400						Westerhold et al. 2011
198-1209A-21H-6,75-77	196.95	217.061	55697.653	0.9050	-0.0210						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,48-48	195.58	217.089	55704.418	0.8230	-0.1200						Westerhold et al. 2011
198-1209B-22H-1,50-50	195.60	217.111	55709.734	0.6950	-0.0670						Westerhold et al. 2011
198-1209B-22H-1,52-52	195.62	217.134	55715.291	0.6420	-0.3060						Westerhold et al. 2011
198-1209C-11H-3,45-47	196.45	217.160	55721.573	0.6610	-0.0780						Westerhold et al. 2011
198-1209A-21H-6,85-87	197.05	217.163	55722.164	0.7860	-0.0960						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,56-56	195.66	217.179	55725.315	0.8090	-0.0810						Westerhold et al. 2011
198-1209B-22H-1,58-58	195.68	217.201	55729.648	0.7460	-0.1040						Westerhold et al. 2011
198-1209B-22H-1,60-60	195.70	217.224	55734.178	0.7140	-0.2290						Westerhold et al. 2011
198-1209B-22H-1,62-62	195.72	217.246	55738.510	0.7600	-0.0930						Westerhold et al. 2011
198-1209C-11H-3,55-57	196.55	217.260	55741.268	0.5920	-0.1510						Westerhold et al. 2011
198-1209A-21H-6,95-97	197.15	217.264	55742.055	0.6900	-0.0960						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,64-64	195.74	217.269	55743.040	0.7340	-0.0930						Westerhold et al. 2011
198-1209B-22H-1,66-66	195.76	217.291	55747.373	0.8320	-0.0640						Westerhold et al. 2011
198-1209B-22H-1,68-68	195.78	217.314	55751.903	0.8890	-0.0240						Westerhold et al. 2011
198-1209B-22H-1,70-70	195.80	217.336	55756.236	0.7250	-0.1940						Westerhold et al. 2011
198-1209B-22H-1,72-72	195.82	217.359	55760.765	0.7640	-0.1020						Westerhold et al. 2011
198-1209C-11H-3,65-67	196.65	217.360	55760.962	0.3540	-0.2440						Westerhold et al. 2011
198-1209A-21H-6,105-107	197.25	217.362	55761.356	0.6240	-0.1800						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,74-74	195.84	217.380	55764.901	0.6970	-0.0550						Westerhold et al. 2011
198-1209B-22H-1,76-76	195.86	217.402	55769.234	0.5260	-0.2270						Westerhold et al. 2011
198-1209B-22H-1,77-77	195.87	217.412	55771.204	0.3970	-0.2540						Westerhold et al. 2011
198-1209B-22H-1,78-78	195.88	217.423	55773.370	0.0220	-1.3440						Westerhold et al. 2011
198-1209B-22H-1,79-79	195.89	217.434	55775.536	0.5510	-0.2600						Westerhold et al. 2011
198-1209B-22H-1,80-80	195.90	217.444	55777.506	0.5190	-0.1280						Westerhold et al. 2011
198-1209A-21H-6,115-117	197.35	217.449	55778.491	0.5440	-0.0820						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,81-81	195.91	217.455	55779.672	0.5660	-0.2730						Westerhold et al. 2011
198-1209C-11H-3,75-77	196.75	217.460	55780.657	0.5620	-0.1200						Westerhold et al. 2011
198-1209B-22H-1,82-82	195.92	217.466	55781.839	0.5580	-0.1650						Westerhold et al. 2011
198-1209B-22H-1,83-83	195.93	217.476	55783.808	0.6310	-0.2590						Westerhold et al. 2011
198-1209B-22H-1,84-84	195.94	217.487	55785.975	0.9140	0.2230						Westerhold et al. 2011
198-1209B-22H-1,86-86	195.96	217.508	55790.110	0.6600	-0.1440						Westerhold et al. 2011
198-1209B-22H-1,88-88	195.98	217.530	55794.443	0.5790	-0.1140						Westerhold et al. 2011
198-1209A-21H-6,125-127	197.45	217.536	55795.625	0.4020	-0.1620						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,90-90	196.00	217.551	55798.579	0.6880	-0.1590						Westerhold et al. 2011
198-1209C-11H-3,85-87	196.85	217.560	55800.352	0.3760	-0.2090						Westerhold et al. 2011
198-1209B-22H-1,91-91	196.01	217.562	55800.746	0.4990	-0.3710						Westerhold et al. 2011
198-1209B-22H-1,92-92	196.02	217.573	55802.912	0.4110	-0.1660						Westerhold et al. 2011
198-1209B-22H-1,93-93	196.03	217.583	55804.881	0.5250	0.0640						Westerhold et al. 2011
198-1209B-22H-1,94-94	196.04	217.594	55807.048	0.5680	-0.2280						Westerhold et al. 2011
198-1209B-22H-1,96-96	196.06	217.615	55811.184	0.4400	-0.2390						Westerhold et al. 2011
198-1209A-21H-6,135-137	197.55	217.623	55812.759	0.3260	-0.2410						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,98-98	196.08	217.637	55815.517	0.3640	-0.3610						Westerhold et al. 2011
198-1209B-22H-1,99-99	196.09	217.647	55817.486	-0.2530	-0.2570						Westerhold et al. 2011
198-1209B-22H-1,100-100	196.10	217.658	55820.982	0.2570	0.0280						Westerhold et al. 2011
198-1209C-11H-3,95-97	196.95	217.660	55821.618	0.1670	-0.2700						Westerhold et al. 2011
198-1209B-22H-1,101-101	196.11	217.669	55824.478	0.1490	-0.1770						Westerhold et al. 2011
198-1209B-22H-1,102-102	196.12	217.679	55827.656	0.4550	-0.1860						Westerhold et al. 2011
198-1209B-22H-1,103-103	196.13	217.690	55831.153	0.0550	-0.4340						Westerhold et al. 2011
198-1209A-21H-6,145-147	197.65	217.710	55837.509	0.0500	-0.3490						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,109-109	196.19	217.754	55851.494	0.0400	-0.5010						Westerhold et al. 2011
198-1209C-11H-3,105-107	197.05	217.760	55853.400	0.0520	-0.4310						Westerhold et al. 2011
198-1209B-22H-1,110-110	196.20	217.765	55854.990	-0.1340	-0.3910						Westerhold et al. 2011
198-1209B-22H-1,111-111	196.21	217.776	55858.486	0.0700	-0.4380						Westerhold et al. 2011
198-1209B-22H-1,112-112	196.22	217.786	55861.664	0.0680	-0.4300						Westerhold et al. 2011
198-1209B-22H-1,113-113	196.23	217.797	55865.160	0.1650	-0.4330						Westerhold et al. 2011
198-1209A-21H-7,5-7	197.75	217.797	55865.160	-0.0040	-0.5820						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,114-114	196.24	217.808	55868.656	0.1790	-0.5570						Westerhold et al. 2011
198-1209B-22H-1,115-115	196.25	217.818	55871.834	0.1560	-0.3540						Westerhold et al. 2011
198-1209B-22H-1,116-116	196.26	217.829	55875.331	-0.1200	-0.5160						Westerhold et al. 2011
198-1209B-22H-1,117-117	196.27	217.840	55878.827	-0.0790	-0.6100						Westerhold et al. 2011
198-1209B-22H-1,118-118	196.28	217.850	55882.005	-0.0780	-0.6240						Westerhold et al. 2011
198-1209C-11H-3,115-117	197.15	217.860	55885.183	0.1500	-0.3310						Westerhold et al. 2011
198-1209B-22H-1,119-119	196.29	217.861	55885.501	-0.1180	-0.5190						Westerhold et al. 2011
198-1209B-22H-1,120-120	196.30	217.872	55888.997	-0.2610	-0.7840						Westerhold et al. 2011
198-1209B-22H-1,121-121	196.31	217.882	55892.175	-0.3810	-0.7100						Westerhold et al. 2011
198-1209A-21H-7,15-17	197.85	217.885	55893.129	0.6490	-0.0240						Westerhold et al. 2011_SantaCruz
198-1209B-22H-1,122-122	196.32	217.893	55895.671	-0.5950	-0.9590						Westerhold et al. 2011
198-1209B-22H-1,123-123	196.33	217.904	55899.168	-0.1850	-0.6490						Westerhold et al. 2011
198-1209B-22H-1,124-124	196.34	217.915	55902.664	0.4810	-0.3900						Westerhold et al. 2011
198-1209B-22H-1,125-125	196.35	217.925	55905.842	-0.3670	0.0090						Westerhold et al. 2011
198-1209B-22H-1,126-126	196.36	217.936	55909.338	-0.3790	-0.8350						Westerhold et al. 2011
