"Date","Year","YearDay","Hours","RECORD","Flag_RECORD","Sitename","VWC_Avg_201_10cm","Flag_VWC_Avg_201_10cm","EC_Avg_201_10cm","Flag_EC_Avg_201_10cm","Soil_Temp_Avg_201_10cm","Flag_Soil_Temp_Avg_201_10cm","P_Avg_201_10cm","Flag_P_Avg_201_10cm","Period_Avg_201_10cm","Flag_Period_Avg_201_10cm","Voltage_Ratio_Avg_201_10cm","Flag_Voltage_Ratio_Avg_201_10cm","VWC_Avg_201_20cm","Flag_VWC_Avg_201_20cm","EC_Avg_201_20cm","Flag_EC_Avg_201_20cm","Soil_Temp_Avg_201_20cm","Flag_Soil_Temp_Avg_201_20cm","P_Avg_201_20cm","Flag_P_Avg_201_20cm","Period_Avg_201_20cm","Flag_Period_Avg_201_20cm","Voltage_Ratio_Avg_201_20cm","Flag_Voltage_Ratio_Avg_201_20cm","VWC_Avg_201_30cm","Flag_VWC_Avg_201_30cm","EC_Avg_201_30cm","Flag_EC_Avg_201_30cm","Soil_Temp_Avg_201_30cm","Flag_Soil_Temp_Avg_201_30cm","P_Avg_201_30cm","Flag_P_Avg_201_30cm","Period_Avg_201_30cm","Flag_Period_Avg_201_30cm","Voltage_Ratio_Avg_201_30cm","Flag_Voltage_Ratio_Avg_201_30cm","VWC_Avg_202_10cm","Flag_VWC_Avg_202_10cm","EC_Avg_202_10cm","Flag_EC_Avg_202_10cm","Soil_Temp_Avg_202_10cm","Flag_Soil_Temp_Avg_202_10cm","P_Avg_202_10cm","Flag_P_Avg_202_10cm","Period_Avg_202_10cm","Flag_Period_Avg_202_10cm","Voltage_Ratio_Avg_202_10cm","Flag_Voltage_Ratio_Avg_202_10cm","VWC_Avg_202_20cm","Flag_VWC_Avg_202_20cm","EC_Avg_202_20cm","Flag_EC_Avg_202_20cm","Soil_Temp_Avg_202_20cm","Flag_Soil_Temp_Avg_202_20cm","P_Avg_202_20cm","Flag_P_Avg_202_20cm","Period_Avg_202_20cm","Flag_Period_Avg_202_20cm","Voltage_Ratio_Avg_202_20cm","Flag_Voltage_Ratio_Avg_202_20cm","VWC_Avg_202_30cm","Flag_VWC_Avg_202_30cm","EC_Avg_202_30cm","Flag_EC_Avg_202_30cm","Soil_Temp_Avg_202_30cm","Flag_Soil_Temp_Avg_202_30cm","P_Avg_202_30cm","Flag_P_Avg_202_30cm","Period_Avg_202_30cm","Flag_Period_Avg_202_30cm","Voltage_Ratio_Avg_202_30cm","Flag_Voltage_Ratio_Avg_202_30cm","VwcCorr_Avg_201_10cm","Flag_VwcCorr_Avg_201_10cm","VwcCorr_Avg_201_20cm","Flag_VwcCorr_Avg_201_20cm","VwcCorr_Avg_201_30cm","Flag_VwcCorr_Avg_201_30cm","VwcCorr_Avg_202_10cm","Flag_VwcCorr_Avg_202_10cm","VwcCorr_Avg_202_20cm","Flag_VwcCorr_Avg_202_20cm","VwcCorr_Avg_202_30cm","Flag_VwcCorr_Avg_202_30cm"
2020-02-22,2020,53,23.9997,193,"A",200,0.131271,"A",0.0478,"A",10.7011,"A",7.243092,"A",2.4398,"A",1.1442,"A",0.1408403,"A",0.054,"A",10.578,"A",7.683592,"A",2.488,"A",1.157,"A",0.1367663,"A",0.0473,"A",10.654,"A",7.494917,"A",2.4756,"A",1.1424,"A",0.1575509,"A",0.0594,"A",10.1735,"A",8.473493,"A",2.5569,"A",1.1827,"A",0.1403764,"A",0.0491,"A",9.9205,"A",7.662019,"A",2.4651,"A",1.1442,"A",0.1552101,"A",0.0384,"A",9.9385,"A",8.361197,"A",2.5196,"A",1.115,"A",0.107,"A",0.117,"A",0.113,"A",0.134,"A",0.117,"A",0.132,"A"
2020-02-23,2020,54,23.9997,194,"A",200,0.1319926,"A",0.05,"A",12.3234,"A",7.276176,"A",2.445,"A",1.1508,"A",0.140757,"A",0.0558,"A",11.9963,"A",7.67973,"A",2.4895,"A",1.1624,"A",0.1365923,"A",0.0483,"A",11.5478,"A",7.486892,"A",2.4759,"A",1.1454,"A",0.1569094,"A",0.0603,"A",10.9757,"A",8.442649,"A",2.5552,"A",1.1855,"A",0.139754,"A",0.0498,"A",10.8024,"A",7.633127,"A",2.4632,"A",1.1462,"A",0.154943,"A",0.0389,"A",10.7112,"A",8.348424,"A",2.5191,"A",1.1167,"A",0.108,"A",0.117,"A",0.113,"A",0.134,"A",0.116,"A",0.132,"A"
2020-02-24,2020,55,23.9997,195,"A",200,0.1295185,"A",0.0487,"A",11.6431,"A",7.163988,"A",2.4331,"A",1.1469,"A",0.139201,"A",0.0549,"A",11.6641,"A",7.607571,"A",2.4821,"A",1.1596,"A",0.1358487,"A",0.0482,"A",11.5934,"A",7.452642,"A",2.4726,"A",1.1451,"A",0.1542237,"A",0.058,"A",9.7319,"A",8.31417,"A",2.542,"A",1.1782,"A",0.1379939,"A",0.0485,"A",9.9096,"A",7.551624,"A",2.4546,"A",1.1424,"A",0.1539983,"A",0.0383,"A",10.2138,"A",8.303308,"A",2.5146,"A",1.1148,"A",0.106,"A",0.116,"A",0.112,"A",0.131,"A",0.114,"A",0.131,"A"
2020-02-25,2020,56,23.9997,196,"A",200,0.1253993,"A",0.0455,"A",10.0381,"A",6.976662,"A",2.4124,"A",1.1374,"A",0.1373621,"A",0.0536,"A",11.1519,"A",7.522455,"A",2.4731,"A",1.156,"A",0.1349874,"A",0.048,"A",11.6061,"A",7.413022,"A",2.4687,"A",1.1444,"A",0.1519801,"A",0.0562,"A",8.4987,"A",8.207245,"A",2.5312,"A",1.1726,"A",0.1365701,"A",0.0476,"A",9.3432,"A",7.485888,"A",2.4479,"A",1.1399,"A",0.1531569,"A",0.0379,"A",9.9686,"A",8.263186,"A",2.5108,"A",1.1135,"A",0.101,"A",0.114,"A",0.111,"A",0.128,"A",0.113,"A",0.13,"A"
2020-02-26,2020,57,23.9997,197,"A",200,0.1213235,"A",0.0425,"A",7.722,"A",6.793951,"A",2.3918,"A",1.1282,"A",0.1340133,"A",0.05,"A",8.931,"A",7.368342,"A",2.4554,"A",1.1454,"A",0.1326955,"A",0.0455,"A",9.9942,"A",7.307903,"A",2.4566,"A",1.137,"A",0.1478026,"A",0.0517,"A",5.9284,"A",8.009561,"A",2.5099,"A",1.1588,"A",0.1337527,"A",0.0446,"A",7.0845,"A",7.356343,"A",2.4332,"A",1.1311,"A",0.1514366,"A",0.0359,"A",8.2429,"A",8.18139,"A",2.502,"A",1.1076,"A",0.096,"A",0.11,"A",0.109,"A",0.123,"A",0.109,"A",0.128,"A"
2020-02-27,2020,58,23.9997,198,"A",200,0.1212768,"A",0.0437,"A",8.5919,"A",6.79219,"A",2.3927,"A",1.1318,"A",0.1330595,"A",0.0498,"A",9.0819,"A",7.324661,"A",2.4513,"A",1.145,"A",0.1314945,"A",0.0448,"A",9.6285,"A",7.252996,"A",2.4508,"A",1.1348,"A",0.1465116,"A",0.0515,"A",6.3076,"A",7.948864,"A",2.5045,"A",1.1584,"A",0.13214,"A",0.0437,"A",6.8926,"A",7.282486,"A",2.4255,"A",1.1282,"A",0.1500229,"A",0.035,"A",7.6996,"A",8.114358,"A",2.4953,"A",1.1047,"A",0.096,"A",0.109,"A",0.107,"A",0.122,"A",0.107,"A",0.126,"A"
2020-02-28,2020,59,23.9997,199,"A",200,0.1212819,"A",0.0449,"A",9.9254,"A",6.791737,"A",2.394,"A",1.1354,"A",0.1330358,"A",0.0509,"A",10.0783,"A",7.323517,"A",2.4522,"A",1.1481,"A",0.1312264,"A",0.0453,"A",10.2176,"A",7.240751,"A",2.4502,"A",1.1365,"A",0.1473181,"A",0.0538,"A",8.0487,"A",7.986809,"A",2.5099,"A",1.1653,"A",0.1319213,"A",0.0445,"A",8.0558,"A",7.272485,"A",2.4253,"A",1.1306,"A",0.1496542,"A",0.0353,"A",8.3551,"A",8.096905,"A",2.4941,"A",1.1058,"A",0.096,"A",0.109,"A",0.107,"A",0.123,"A",0.107,"A",0.126,"A"
2020-02-29,2020,60,23.9997,200,"A",200,0.1221969,"A",0.0475,"A",11.8835,"A",6.832895,"A",2.4006,"A",1.1434,"A",0.1331332,"A",0.0524,"A",11.3207,"A",7.328002,"A",2.4542,"A",1.1525,"A",0.1311434,"A",0.0461,"A",10.9244,"A",7.236962,"A",2.4506,"A",1.1387,"A",0.1486219,"A",0.0566,"A",10.2709,"A",8.048297,"A",2.5181,"A",1.1742,"A",0.1323324,"A",0.046,"A",9.7145,"A",7.291288,"A",2.4286,"A",1.1351,"A",0.1498573,"A",0.0363,"A",9.5096,"A",8.106517,"A",2.4958,"A",1.1087,"A",0.098,"A",0.109,"A",0.107,"A",0.125,"A",0.108,"A",0.126,"A"
2020-03-01,2020,61,23.9997,201,"A",200,0.1211722,"A",0.0481,"A",12.7759,"A",6.786339,"A",2.3968,"A",1.1451,"A",0.1332025,"A",0.0538,"A",12.5639,"A",7.33111,"A",2.4559,"A",1.1567,"A",0.1315403,"A",0.0475,"A",12.0972,"A",7.255071,"A",2.4537,"A",1.1431,"A",0.1497545,"A",0.0593,"A",11.8855,"A",8.101674,"A",2.5253,"A",1.1823,"A",0.1330956,"A",0.0479,"A",11.3949,"A",7.326202,"A",2.4336,"A",1.1407,"A",0.15091,"A",0.0377,"A",11.007,"A",8.156384,"A",2.5014,"A",1.113,"A",0.097,"A",0.11,"A",0.108,"A",0.127,"A",0.109,"A",0.128,"A"
2020-03-02,2020,62,23.9997,202,"A",200,0.1199626,"A",0.0472,"A",12.5945,"A",6.732559,"A",2.3906,"A",1.1424,"A",0.1318386,"A",0.0532,"A",12.3502,"A",7.268728,"A",2.4495,"A",1.1548,"A",0.1307697,"A",0.0473,"A",12.0819,"A",7.219913,"A",2.4502,"A",1.1424,"A",0.1485745,"A",0.0589,"A",11.7665,"A",8.045938,"A",2.5201,"A",1.181,"A",0.1324095,"A",0.0479,"A",11.4121,"A",7.294804,"A",2.4308,"A",1.1406,"A",0.1507022,"A",0.038,"A",11.2382,"A",8.146539,"A",2.5008,"A",1.1138,"A",0.096,"A",0.108,"A",0.107,"A",0.126,"A",0.109,"A",0.128,"A"
2020-03-03,2020,63,23.9997,203,"A",200,0.1478229,"A",0.0486,"A",10.7898,"A",8.082694,"A",2.5058,"A",1.1465,"A",0.1392529,"A",0.0546,"A",11.7192,"A",7.621059,"A",2.4813,"A",1.159,"A",0.1302686,"A",0.0472,"A",12.0946,"A",7.197078,"A",2.448,"A",1.1422,"A",0.160313,"A",0.0608,"A",10.0913,"A",8.626035,"A",2.5683,"A",1.1868,"A",0.1342799,"A",0.0485,"A",10.7095,"A",7.381699,"A",2.439,"A",1.1423,"A",0.1504375,"A",0.0381,"A",11.1075,"A",8.134019,"A",2.4998,"A",1.114,"A",0.124,"A",0.116,"A",0.106,"A",0.137,"A",0.11,"A",0.127,"A"
2020-03-04,2020,64,23.9997,204,"A",200,0.1828552,"A",0.0554,"A",11.3604,"A",9.725673,"A",2.6583,"A",1.1671,"A",0.1791538,"A",0.0633,"A",11.2241,"A",9.53573,"A",2.6525,"A",1.1844,"A",0.1498802,"A",0.0515,"A",11.2674,"A",8.109957,"A",2.5343,"A",1.1552,"A",0.1945111,"A",0.0679,"A",10.0309,"A",10.32126,"A",2.7105,"A",1.2088,"A",0.163988,"A",0.0562,"A",10.0361,"A",8.785434,"A",2.5679,"A",1.1651,"A",0.1647234,"A",0.0417,"A",10.2652,"A",8.821633,"A",2.5612,"A",1.125,"A",0.16,"A",0.157,"A",0.127,"A",0.172,"A",0.141,"A",0.142,"A"
2020-03-05,2020,65,23.9997,205,"A",200,0.1652648,"A",0.0546,"A",11.9352,"A",8.848158,"A",2.5869,"A",1.1648,"A",0.169869,"A",0.062,"A",11.7319,"A",9.073163,"A",2.6142,"A",1.1805,"A",0.1541917,"A",0.0531,"A",11.6139,"A",8.31255,"A",2.5537,"A",1.16,"A",0.1847676,"A",0.0658,"A",10.1237,"A",9.819613,"A",2.6706,"A",1.2024,"A",0.1614994,"A",0.0553,"A",10.144,"A",8.664042,"A",2.557,"A",1.1623,"A",0.1674116,"A",0.0427,"A",10.3644,"A",8.952225,"A",2.573,"A",1.1281,"A",0.143,"A",0.147,"A",0.131,"A",0.162,"A",0.138,"A",0.145,"A"
2020-03-06,2020,66,23.9997,206,"A",200,0.1567657,"A",0.0548,"A",13.021,"A",8.436665,"A",2.5525,"A",1.1653,"A",0.1642997,"A",0.0622,"A",12.6561,"A",8.800155,"A",2.592,"A",1.1809,"A",0.152591,"A",0.0537,"A",12.2954,"A",8.23627,"A",2.5477,"A",1.1619,"A",0.1797715,"A",0.0659,"A",11.1255,"A",9.56661,"A",2.6511,"A",1.2026,"A",0.1580854,"A",0.055,"A",10.8868,"A",8.499184,"A",2.543,"A",1.1615,"A",0.1661924,"A",0.0431,"A",10.8707,"A",8.892504,"A",2.5684,"A",1.1291,"A",0.134,"A",0.142,"A",0.13,"A",0.157,"A",0.135,"A",0.143,"A"
2020-03-07,2020,67,23.9997,207,"A",200,0.152955,"A",0.0564,"A",14.4657,"A",8.255195,"A",2.5385,"A",1.1703,"A",0.1604867,"A",0.0628,"A",13.5863,"A",8.615098,"A",2.5772,"A",1.1829,"A",0.1509531,"A",0.0543,"A",12.8991,"A",8.158458,"A",2.5415,"A",1.1635,"A",0.1766522,"A",0.0667,"A",12.5207,"A",9.410151,"A",2.6397,"A",1.2052,"A",0.155668,"A",0.0551,"A",11.8354,"A",8.383149,"A",2.5334,"A",1.1617,"A",0.1652497,"A",0.0435,"A",11.5365,"A",8.846435,"A",2.565,"A",1.1305,"A",0.131,"A",0.138,"A",0.128,"A",0.155,"A",0.133,"A",0.143,"A"
2020-03-08,2020,68,23.9997,208,"A",200,0.1655591,"A",0.0564,"A",13.2958,"A",8.885285,"A",2.5888,"A",1.1702,"A",0.1638127,"A",0.0644,"A",13.9272,"A",8.78073,"A",2.592,"A",1.1875,"A",0.1510709,"A",0.0558,"A",13.8603,"A",8.164166,"A",2.5434,"A",1.1679,"A",0.1836303,"A",0.0698,"A",12.6597,"A",9.770004,"A",2.6696,"A",1.2146,"A",0.1583591,"A",0.0574,"A",12.7668,"A",8.514155,"A",2.5464,"A",1.1686,"A",0.1666898,"A",0.0452,"A",12.6959,"A",8.917041,"A",2.5723,"A",1.1355,"A",0.143,"A",0.142,"A",0.129,"A",0.162,"A",0.136,"A",0.145,"A"
2020-03-09,2020,69,23.9997,209,"A",200,0.1784974,"A",0.0595,"A",13.0358,"A",9.503604,"A",2.6446,"A",1.1797,"A",0.1779513,"A",0.066,"A",12.7875,"A",9.475149,"A",2.6502,"A",1.1923,"A",0.1600373,"A",0.0566,"A",12.7036,"A",8.593298,"A",2.5809,"A",1.1706,"A",0.1955318,"A",0.0706,"A",11.3636,"A",10.37436,"A",2.7168,"A",1.2171,"A",0.1707272,"A",0.0588,"A",11.4059,"A",9.115472,"A",2.5972,"A",1.1728,"A",0.1735749,"A",0.0466,"A",11.6146,"A",9.256515,"A",2.6011,"A",1.1397,"A",0.157,"A",0.156,"A",0.138,"A",0.173,"A",0.148,"A",0.151,"A"
2020-03-10,2020,70,23.9997,210,"A",200,0.1671033,"A",0.0598,"A",14.5282,"A",8.937723,"A",2.5992,"A",1.1806,"A",0.171353,"A",0.0663,"A",13.9533,"A",9.146412,"A",2.6242,"A",1.1931,"A",0.1590908,"A",0.0576,"A",13.4546,"A",8.547595,"A",2.578,"A",1.1734,"A",0.1880528,"A",0.0702,"A",12.583,"A",9.987404,"A",2.6874,"A",1.2159,"A",0.1657675,"A",0.0579,"A",12.1909,"A",8.871763,"A",2.5766,"A",1.1701,"A",0.1720181,"A",0.0466,"A",12.0654,"A",9.179288,"A",2.5949,"A",1.1396,"A",0.146,"A",0.15,"A",0.137,"A",0.166,"A",0.143,"A",0.15,"A"
2020-03-11,2020,71,23.9997,211,"A",200,0.1621023,"A",0.0623,"A",16.9467,"A",8.693963,"A",2.5814,"A",1.1881,"A",0.167676,"A",0.0681,"A",15.7636,"A",8.965245,"A",2.6113,"A",1.1984,"A",0.1574034,"A",0.0589,"A",14.6691,"A",8.46637,"A",2.5723,"A",1.1774,"A",0.1848269,"A",0.0727,"A",15.131,"A",9.822546,"A",2.6772,"A",1.2236,"A",0.1630038,"A",0.059,"A",14.1081,"A",8.737021,"A",2.5666,"A",1.1732,"A",0.1712278,"A",0.0475,"A",13.4272,"A",9.140177,"A",2.5925,"A",1.1425,"A",0.141,"A",0.146,"A",0.136,"A",0.164,"A",0.141,"A",0.149,"A"
2020-03-12,2020,72,23.9997,212,"A",200,0.1551649,"A",0.0591,"A",15.9932,"A",8.359112,"A",2.5502,"A",1.1784,"A",0.1633117,"A",0.0673,"A",15.9399,"A",8.752054,"A",2.5929,"A",1.1959,"A",0.1555501,"A",0.0597,"A",15.4775,"A",8.377505,"A",2.5655,"A",1.1797,"A",0.1810643,"A",0.0727,"A",15.4198,"A",9.631756,"A",2.6626,"A",1.2236,"A",0.160598,"A",0.0598,"A",14.9821,"A",8.620394,"A",2.5577,"A",1.1756,"A",0.1709239,"A",0.0486,"A",14.5402,"A",9.125155,"A",2.5923,"A",1.1456,"A",0.134,"A",0.142,"A",0.134,"A",0.16,"A",0.139,"A",0.149,"A"
2020-03-13,2020,73,23.9997,213,"A",200,0.1605091,"A",0.0593,"A",14.7858,"A",8.616832,"A",2.572,"A",1.179,"A",0.1632326,"A",0.0661,"A",14.9245,"A",8.748288,"A",2.5914,"A",1.1924,"A",0.1538475,"A",0.0584,"A",14.813,"A",8.296116,"A",2.5573,"A",1.176,"A",0.1785811,"A",0.0712,"A",14.3804,"A",9.506692,"A",2.6514,"A",1.219,"A",0.1582974,"A",0.0588,"A",14.3047,"A",8.509354,"A",2.5476,"A",1.1727,"A",0.1692371,"A",0.0481,"A",14.2071,"A",9.041943,"A",2.585,"A",1.1441,"A",0.139,"A",0.142,"A",0.132,"A",0.157,"A",0.136,"A",0.148,"A"
2020-03-14,2020,74,23.9997,214,"A",200,0.1545132,"A",0.058,"A",14.7925,"A",8.329423,"A",2.5463,"A",1.1749,"A",0.1612883,"A",0.0648,"A",14.5003,"A",8.653876,"A",2.5824,"A",1.1887,"A",0.1531994,"A",0.0576,"A",14.3014,"A",8.265229,"A",2.5539,"A",1.1735,"A",0.1750386,"A",0.0678,"A",13.2242,"A",9.329489,"A",2.6343,"A",1.2085,"A",0.155905,"A",0.0567,"A",13.2287,"A",8.3945,"A",2.5359,"A",1.1664,"A",0.1676133,"A",0.0468,"A",13.3866,"A",8.962139,"A",2.5774,"A",1.1403,"A",0.133,"A",0.139,"A",0.131,"A",0.153,"A",0.134,"A",0.146,"A"
2020-03-15,2020,75,23.9997,215,"A",200,0.1498807,"A",0.0573,"A",15.2993,"A",8.108725,"A",2.5268,"A",1.173,"A",0.1581063,"A",0.0646,"A",15.0673,"A",8.50023,"A",2.5694,"A",1.1881,"A",0.151822,"A",0.0579,"A",14.7815,"A",8.1997,"A",2.5485,"A",1.1743,"A",0.1725236,"A",0.0682,"A",14.3333,"A",9.204481,"A",2.6248,"A",1.2097,"A",0.1536622,"A",0.0563,"A",13.9292,"A",8.287293,"A",2.5265,"A",1.1654,"A",0.1661705,"A",0.0465,"A",13.7594,"A",8.891435,"A",2.5714,"A",1.1395,"A",0.128,"A",0.136,"A",0.13,"A",0.151,"A",0.131,"A",0.144,"A"
2020-03-16,2020,76,23.9997,216,"A",200,0.1477391,"A",0.0589,"A",16.6546,"A",8.008233,"A",2.5194,"A",1.1777,"A",0.1556299,"A",0.0652,"A",15.986,"A",8.38142,"A",2.5599,"A",1.1899,"A",0.1503049,"A",0.0581,"A",15.2877,"A",8.127733,"A",2.5425,"A",1.1749,"A",0.1698711,"A",0.0681,"A",14.8249,"A",9.073342,"A",2.6143,"A",1.2094,"A",0.1515659,"A",0.0562,"A",14.4624,"A",8.187553,"A",2.5179,"A",1.165,"A",0.1650898,"A",0.0466,"A",14.2326,"A",8.838632,"A",2.5671,"A",1.1396,"A",0.126,"A",0.134,"A",0.128,"A",0.148,"A",0.129,"A",0.143,"A"
2020-03-17,2020,77,23.9997,217,"A",200,0.1419864,"A",0.0552,"A",15.1109,"A",7.737057,"A",2.4922,"A",1.1667,"A",0.1522683,"A",0.0639,"A",15.6817,"A",8.220966,"A",2.545,"A",1.1861,"A",0.1488688,"A",0.0582,"A",15.7002,"A",8.059816,"A",2.5367,"A",1.1754,"A",0.1668997,"A",0.0674,"A",14.6211,"A",8.927166,"A",2.6019,"A",1.2073,"A",0.1493726,"A",0.056,"A",14.6538,"A",8.083617,"A",2.5088,"A",1.1645,"A",0.1639023,"A",0.0466,"A",14.6184,"A",8.780732,"A",2.5623,"A",1.1397,"A",0.119,"A",0.13,"A",0.127,"A",0.145,"A",0.127,"A",0.142,"A"
2020-03-18,2020,78,23.9997,218,"A",200,0.1655228,"A",0.0555,"A",11.66,"A",8.898396,"A",2.587,"A",1.1675,"A",0.1568346,"A",0.0619,"A",13.0333,"A",8.447169,"A",2.5611,"A",1.1801,"A",0.1467611,"A",0.0556,"A",14.0539,"A",7.960586,"A",2.5254,"A",1.1673,"A",0.1723106,"A",0.0666,"A",11.836,"A",9.201591,"A",2.6221,"A",1.2048,"A",0.1491562,"A",0.0546,"A",12.6983,"A",8.074244,"A",2.5064,"A",1.1603,"A",0.1626325,"A",0.0454,"A",13.387,"A",8.719022,"A",2.5561,"A",1.1361,"A",0.143,"A",0.134,"A",0.124,"A",0.15,"A",0.126,"A",0.141,"A"
2020-03-19,2020,79,23.9997,219,"A",200,0.183773,"A",0.059,"A",11.8718,"A",9.771527,"A",2.6652,"A",1.1782,"A",0.1836103,"A",0.0676,"A",12.266,"A",9.761038,"A",2.674,"A",1.1967,"A",0.1628195,"A",0.0584,"A",12.7881,"A",8.728401,"A",2.5939,"A",1.1759,"A",0.1923377,"A",0.07,"A",10.8511,"A",10.20837,"A",2.7039,"A",1.2154,"A",0.1663342,"A",0.0577,"A",11.3874,"A",8.899499,"A",2.5787,"A",1.1695,"A",0.1709698,"A",0.0464,"A",12.0216,"A",9.127533,"A",2.5905,"A",1.1391,"A",0.162,"A",0.162,"A",0.141,"A",0.17,"A",0.144,"A",0.149,"A"
2020-03-20,2020,80,23.9997,220,"A",200,0.1685634,"A",0.0582,"A",12.8759,"A",9.009713,"A",2.6036,"A",1.1758,"A",0.1744321,"A",0.0662,"A",12.7956,"A",9.299229,"A",2.6364,"A",1.1929,"A",0.1619911,"A",0.0585,"A",12.9287,"A",8.68786,"A",2.5906,"A",1.1761,"A",0.184523,"A",0.0683,"A",11.8004,"A",9.807158,"A",2.6719,"A",1.21,"A",0.1627604,"A",0.0565,"A",11.7396,"A",8.725222,"A",2.5632,"A",1.1658,"A",0.1708323,"A",0.046,"A",11.9957,"A",9.120627,"A",2.5896,"A",1.1377,"A",0.147,"A",0.152,"A",0.14,"A",0.162,"A",0.14,"A",0.149,"A"
2020-03-21,2020,81,23.9997,221,"A",200,0.1625016,"A",0.0601,"A",15.0419,"A",8.713836,"A",2.5809,"A",1.1815,"A",0.1694965,"A",0.0674,"A",14.3667,"A",9.054796,"A",2.6178,"A",1.1962,"A",0.1595903,"A",0.0592,"A",13.8368,"A",8.571698,"A",2.5816,"A",1.1784,"A",0.1812036,"A",0.0701,"A",13.9464,"A",9.638865,"A",2.6606,"A",1.2155,"A",0.1599904,"A",0.0571,"A",13.3496,"A",8.591021,"A",2.5527,"A",1.1677,"A",0.1697109,"A",0.0465,"A",13.0754,"A",9.06529,"A",2.5856,"A",1.1395,"A",0.141,"A",0.148,"A",0.138,"A",0.16,"A",0.138,"A",0.148,"A"
2020-03-22,2020,82,23.9997,222,"A",200,0.1575585,"A",0.0607,"A",16.2802,"A",8.475123,"A",2.5614,"A",1.1831,"A",0.1652524,"A",0.068,"A",15.565,"A",8.846641,"A",2.6014,"A",1.1979,"A",0.157441,"A",0.0601,"A",14.8468,"A",8.468192,"A",2.5736,"A",1.1809,"A",0.1779057,"A",0.0704,"A",14.9277,"A",9.472844,"A",2.648,"A",1.2164,"A",0.1575277,"A",0.0575,"A",14.3667,"A",8.472367,"A",2.5432,"A",1.1689,"A",0.1687001,"A",0.0471,"A",14.015,"A",9.015536,"A",2.5821,"A",1.1412,"A",0.136,"A",0.144,"A",0.136,"A",0.157,"A",0.136,"A",0.147,"A"
2020-03-23,2020,83,23.9997,223,"A",200,0.1536491,"A",0.0614,"A",17.3673,"A",8.28774,"A",2.5462,"A",1.1853,"A",0.1616672,"A",0.0687,"A",16.6929,"A",8.6722,"A",2.5877,"A",1.2,"A",0.1555437,"A",0.0609,"A",15.8474,"A",8.377192,"A",2.5667,"A",1.1834,"A",0.1744084,"A",0.0702,"A",15.4647,"A",9.298058,"A",2.6341,"A",1.2159,"A",0.1548942,"A",0.0575,"A",15.0048,"A",8.346131,"A",2.5326,"A",1.169,"A",0.1675001,"A",0.0473,"A",14.6636,"A",8.956594,"A",2.5774,"A",1.1419,"A",0.132,"A",0.141,"A",0.134,"A",0.153,"A",0.133,"A",0.146,"A"
2020-03-24,2020,84,23.9997,224,"A",200,0.1492847,"A",0.0605,"A",17.437,"A",8.081031,"A",2.5275,"A",1.1827,"A",0.1578755,"A",0.0679,"A",16.9426,"A",8.48916,"A",2.5717,"A",1.1977,"A",0.1532828,"A",0.0609,"A",16.2788,"A",8.26922,"A",2.5574,"A",1.1835,"A",0.1705779,"A",0.0689,"A",15.4127,"A",9.108205,"A",2.6178,"A",1.2119,"A",0.1520883,"A",0.0566,"A",15.0623,"A",8.212379,"A",2.5204,"A",1.1663,"A",0.1659717,"A",0.047,"A",14.8403,"A",8.881727,"A",2.571,"A",1.1409,"A",0.128,"A",0.137,"A",0.132,"A",0.149,"A",0.13,"A",0.144,"A"
2020-03-25,2020,85,23.9997,225,"A",200,0.1465981,"A",0.0617,"A",18.705,"A",7.954185,"A",2.5177,"A",1.1864,"A",0.1550847,"A",0.0684,"A",17.8847,"A",8.355308,"A",2.5609,"A",1.1993,"A",0.1514453,"A",0.0612,"A",16.9721,"A",8.181816,"A",2.5502,"A",1.1844,"A",0.1679189,"A",0.0697,"A",16.6592,"A",8.977266,"A",2.6081,"A",1.2144,"A",0.1497817,"A",0.0568,"A",15.9487,"A",8.102977,"A",2.5112,"A",1.1667,"A",0.1646918,"A",0.0471,"A",15.4825,"A",8.819213,"A",2.5659,"A",1.1411,"A",0.125,"A",0.134,"A",0.13,"A",0.147,"A",0.128,"A",0.143,"A"
2020-03-26,2020,86,23.9997,226,"A",200,0.1418265,"A",0.0601,"A",18.5527,"A",7.729764,"A",2.4964,"A",1.1815,"A",0.1518928,"A",0.068,"A",18.2939,"A",8.203094,"A",2.5476,"A",1.1981,"A",0.1496626,"A",0.0615,"A",17.6832,"A",8.097342,"A",2.5432,"A",1.1852,"A",0.1652601,"A",0.0707,"A",17.5726,"A",8.846965,"A",2.5986,"A",1.2174,"A",0.1477654,"A",0.0575,"A",17.0019,"A",8.007758,"A",2.5037,"A",1.1688,"A",0.1639985,"A",0.0478,"A",16.492,"A",8.785418,"A",2.5637,"A",1.1432,"A",0.12,"A",0.131,"A",0.128,"A",0.145,"A",0.126,"A",0.143,"A"
